Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
21,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,0.01,100.00%,0.00%,1.00,1.00
22,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
22,ID-BT,Banten,0,2,0,-2,6,15,118,-127,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.19,1.40,0.14,250.00%,1966.67%,1.00,
22,ID-JK,DKI Jakarta,2,0,3,-1,83,41,60,-18,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.18,7.65,0.00,3.78,0.38,49.40%,72.29%,0.25,0.00
22,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,2,0,2,0,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.55,0.00,0.00,0.00,0.00%,100.00%,1.00,1.00
22,IDN,Indonesia,64,10,9,45,514,48,29,437,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.24,1.94,0.04,0.18,0.02,9.34%,5.64%,0.79,1.67
22,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
22,ID-JB,Jawa Barat,3,3,1,-1,53,11,17,25,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.07,1.17,0.07,0.24,0.02,20.75%,32.08%,0.60,
22,ID-JT,Jawa Tengah,1,0,1,0,19,11,14,-6,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.03,0.52,0.00,0.30,0.03,57.89%,73.68%,1.00,0.00
22,ID-JI,Jawa Timur,14,0,0,14,53,34,215,-196,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.35,1.31,0.00,0.84,0.08,64.15%,405.66%,1.56,0.00
22,ID-KI,Kalimantan Timur,0,0,0,0,7,0,2,5,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,1.97,0.00,0.00,0.00,0.00%,28.57%,1.00,1.00
22,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,0.52,0.00,0.52,0.05,100.00%,0.00%,1.00,1.00
22,ID-MA,Maluku,1,0,0,1,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.54,0.54,0.00,0.00,0.00,0.00%,0.00%,,
22,ID-PA,Papua,2,0,0,2,2,1,1,0,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.46,0.46,0.00,0.23,0.02,50.00%,50.00%,,
22,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
22,ID-SN,Sulawesi Selatan,0,0,0,0,2,0,1,1,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,0.21,0.00,0.00,0.00,0.00%,50.00%,1.00,1.00
22,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
22,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,0.01,100.00%,0.00%,1.00,1.00
23,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
23,ID-BT,Banten,0,2,3,-5,6,17,121,-132,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.19,1.59,0.16,283.33%,2016.67%,1.00,1.00
23,ID-JK,DKI Jakarta,0,0,0,0,83,41,60,-18,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,7.65,0.00,3.78,0.38,49.40%,72.29%,0.00,1.00
23,ID-YO,Daerah Istimewa Yogyakarta,0,1,0,-1,2,1,2,-1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.55,0.28,0.28,0.03,50.00%,100.00%,1.00,
23,IDN,Indonesia,65,1,1,63,579,49,30,500,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.25,2.18,0.00,0.18,0.02,8.46%,5.18%,1.02,0.10
23,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
23,ID-JB,Jawa Barat,6,4,0,2,59,15,17,27,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.13,1.31,0.09,0.33,0.03,25.42%,28.81%,2.00,1.33
23,ID-JT,Jawa Tengah,3,0,0,3,22,11,14,-3,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.08,0.60,0.00,0.30,0.03,50.00%,63.64%,3.00,1.00
23,ID-JI,Jawa Timur,2,1,0,1,55,35,215,-195,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.05,1.36,0.02,0.86,0.09,63.64%,390.91%,0.14,
23,ID-KI,Kalimantan Timur,1,0,0,1,8,0,2,6,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,2.25,0.00,0.00,0.00,0.00%,25.00%,,1.00
23,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,0.52,0.00,0.52,0.05,100.00%,0.00%,1.00,1.00
23,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,0.00,1.00
23,ID-MU,Maluku Utara,1,0,0,1,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.76,0.76,0.00,0.00,0.00,0.00%,200.00%,,
23,ID-PA,Papua,0,0,0,0,2,1,1,0,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,0.46,0.00,0.23,0.02,50.00%,50.00%,0.00,1.00
23,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
23,ID-SN,Sulawesi Selatan,0,1,0,-1,2,1,1,0,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,0.21,0.11,0.11,0.01,50.00%,50.00%,1.00,
23,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
23,ID-SS,Sumatera Selatan,1,2,0,-1,1,2,1,-2,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,0.12,0.24,0.24,0.02,200.00%,100.00%,,
23,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,0.01,100.00%,0.00%,1.00,1.00
24,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
24,ID-BT,Banten,0,1,3,-4,6,18,124,-136,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.09,1.68,0.17,300.00%,2066.67%,1.00,0.50
24,ID-JK,DKI Jakarta,16,19,3,-6,99,60,63,-24,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1.48,9.13,1.75,5.53,0.55,60.61%,63.64%,,
24,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,2,1,2,-1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.55,0.00,0.28,0.03,50.00%,100.00%,1.00,0.00
24,IDN,Indonesia,106,6,0,100,685,55,30,600,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.40,2.58,0.02,0.21,0.02,8.03%,4.38%,1.63,6.00
24,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
24,ID-JB,Jawa Barat,2,2,2,-2,61,17,19,25,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.04,1.35,0.04,0.38,0.04,27.87%,31.15%,0.33,0.50
24,ID-JT,Jawa Tengah,3,1,1,1,25,12,15,-2,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.08,0.69,0.03,0.33,0.03,48.00%,60.00%,1.00,
24,ID-JI,Jawa Timur,3,1,0,2,58,36,215,-193,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.07,1.43,0.02,0.89,0.09,62.07%,370.69%,1.50,1.00
24,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,2.25,0.00,0.00,0.00,0.00%,25.00%,0.00,1.00
24,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,0.52,0.00,0.52,0.05,100.00%,0.00%,1.00,1.00
24,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
24,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,0.00,1.00
24,ID-PA,Papua,0,0,0,0,2,1,1,0,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,0.46,0.00,0.23,0.02,50.00%,50.00%,1.00,1.00
24,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
24,ID-SN,Sulawesi Selatan,2,0,0,2,4,1,1,2,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,0.42,0.00,0.11,0.01,25.00%,25.00%,,0.00
24,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
24,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.12,0.00,0.24,0.02,200.00%,100.00%,0.00,0.00
24,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,0.01,100.00%,0.00%,1.00,1.00
25,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
25,ID-BT,Banten,0,1,3,-4,6,19,127,-140,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.09,1.77,0.18,316.67%,2116.67%,1.00,1.00
25,ID-JK,DKI Jakarta,1,1,0,0,100,61,63,-24,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.09,9.22,0.09,5.62,0.56,61.00%,63.00%,0.06,0.05
25,ID-YO,Daerah Istimewa Yogyakarta,1,1,0,0,3,2,2,-1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,0.83,0.28,0.55,0.06,66.67%,66.67%,,
25,IDN,Indonesia,105,3,1,101,790,58,31,701,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.40,2.98,0.01,0.22,0.02,7.34%,3.92%,0.99,0.50
25,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
25,ID-JB,Jawa Barat,5,0,1,4,66,17,20,29,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.11,1.46,0.00,0.38,0.04,25.76%,30.30%,2.50,0.00
25,ID-JT,Jawa Tengah,23,1,1,21,48,13,16,19,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.63,1.32,0.03,0.36,0.04,27.08%,33.33%,7.67,1.00
25,ID-JI,Jawa Timur,9,0,1,8,67,36,216,-185,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.22,1.66,0.00,0.89,0.09,53.73%,322.39%,3.00,0.00
25,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,2.25,0.00,0.00,0.00,0.00%,25.00%,1.00,1.00
25,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,0.52,0.00,0.52,0.05,100.00%,0.00%,1.00,1.00
25,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
25,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,1.00,1.00
25,ID-PA,Papua,0,0,0,0,2,1,1,0,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,0.46,0.00,0.23,0.02,50.00%,50.00%,1.00,1.00
25,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
25,ID-SN,Sulawesi Selatan,9,0,0,9,13,1,1,11,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.95,1.38,0.00,0.11,0.01,7.69%,7.69%,4.50,1.00
25,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
25,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.12,0.00,0.24,0.02,200.00%,100.00%,1.00,1.00
25,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,0.01,100.00%,0.00%,1.00,1.00
26,ID-AC,Aceh,1,0,0,1,1,0,0,1,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,0.19,0.00,0.00,0.00,0.00%,0.00%,,
26,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
26,ID-BT,Banten,0,0,4,-4,6,19,131,-144,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,0.56,0.00,1.77,0.18,316.67%,2183.33%,1.00,0.00
26,ID-JK,DKI Jakarta,57,2,0,55,157,63,63,31,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,5.26,14.48,0.18,5.81,0.58,40.13%,40.13%,57.00,2.00
26,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,3,2,2,-1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,0.83,0.00,0.55,0.06,66.67%,66.67%,0.00,0.00
26,IDN,Indonesia,103,20,4,79,893,78,35,780,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.39,3.37,0.08,0.29,0.03,8.73%,3.92%,0.98,6.67
26,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
