Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
26,ID-JB,Jawa Barat,5,1,0,4,71,18,20,33,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.11,1.57,0.02,0.40,0.04,25.35%,28.17%,1.00,
26,ID-JT,Jawa Tengah,4,0,1,3,52,13,17,22,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.11,1.43,0.00,0.36,0.04,25.00%,32.69%,0.17,0.00
26,ID-JI,Jawa Timur,13,1,0,12,80,37,216,-173,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.32,1.98,0.02,0.91,0.09,46.25%,270.00%,1.44,
26,ID-KT,Kalimantan Tengah,2,0,0,2,2,1,39,-38,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.78,0.78,0.00,0.39,0.04,50.00%,1950.00%,,
26,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,2.25,0.00,0.00,0.00,0.00%,25.00%,1.00,1.00
26,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,0.52,0.00,0.52,0.05,100.00%,0.00%,1.00,1.00
26,ID-LA,Lampung,2,0,0,2,2,1,0,1,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,0.22,0.00,0.11,0.01,50.00%,0.00%,,
26,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
26,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,1.00,1.00
26,ID-PA,Papua,4,0,0,4,6,1,1,4,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.92,1.38,0.00,0.23,0.02,16.67%,16.67%,,1.00
26,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
26,ID-SN,Sulawesi Selatan,14,0,0,14,27,1,1,25,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.49,2.86,0.00,0.11,0.01,3.70%,3.70%,1.56,1.00
26,ID-ST,Sulawesi Tengah,1,0,0,1,1,0,0,1,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,0.34,0.00,0.00,0.00,0.00%,0.00%,,
26,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
26,ID-SA,Sulawesi Utara,1,0,1,0,1,0,1,0,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,0.38,0.00,0.00,0.00,0.00%,100.00%,,
26,ID-SB,Sumatera Barat,3,0,0,3,3,0,1,2,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,0.54,0.00,0.00,0.00,0.00%,33.33%,,
26,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.12,0.00,0.24,0.02,200.00%,100.00%,1.00,1.00
26,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.07,0.01,100.00%,0.00%,1.00,1.00
27,ID-AC,Aceh,3,0,0,3,4,0,0,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.57,0.76,0.00,0.00,0.00,0.00%,0.00%,3.00,1.00
27,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
27,ID-BT,Banten,25,2,3,20,31,21,134,-124,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.33,2.89,0.19,1.96,0.20,67.74%,432.26%,,
27,ID-JK,DKI Jakarta,74,7,6,61,231,70,69,92,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,6.82,21.30,0.65,6.45,0.65,30.30%,29.87%,1.30,3.50
27,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,4,2,2,0,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,1.10,0.00,0.55,0.06,50.00%,50.00%,,1.00
27,IDN,Indonesia,153,9,11,133,1046,87,46,913,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.58,3.94,0.03,0.33,0.03,8.32%,4.40%,1.49,0.45
27,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
27,ID-JB,Jawa Barat,16,3,1,12,87,21,21,45,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.35,1.93,0.07,0.46,0.05,24.14%,24.14%,3.20,3.00
27,ID-JT,Jawa Tengah,8,1,1,6,60,14,18,28,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,1.65,0.03,0.38,0.04,23.33%,30.00%,2.00,
27,ID-JI,Jawa Timur,3,1,0,2,83,38,216,-171,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.07,2.05,0.02,0.94,0.09,45.78%,260.24%,0.23,1.00
27,ID-KT,Kalimantan Tengah,0,0,0,0,2,1,39,-38,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,0.78,0.00,0.39,0.04,50.00%,1950.00%,0.00,1.00
27,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,2.25,0.00,0.00,0.00,0.00%,25.00%,1.00,1.00
27,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,0.52,0.00,0.52,0.05,100.00%,0.00%,1.00,1.00
27,ID-LA,Lampung,1,0,0,1,3,1,0,2,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,0.33,0.00,0.11,0.01,33.33%,0.00%,0.50,1.00
27,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
27,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,1.00,1.00
27,ID-PA,Papua,0,0,0,0,6,1,1,4,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,1.38,0.00,0.23,0.02,16.67%,16.67%,0.00,1.00
27,ID-PB,Papua Barat,2,0,0,2,2,1,0,1,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,1.75,1.75,0.00,0.88,0.09,50.00%,0.00%,,
27,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
27,ID-SN,Sulawesi Selatan,2,0,0,2,29,1,1,27,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,3.08,0.00,0.11,0.01,3.45%,3.45%,0.14,1.00
27,ID-ST,Sulawesi Tengah,0,0,0,0,1,0,0,1,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,0.34,0.00,0.00,0.00,0.00%,0.00%,0.00,1.00
27,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
27,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,0.38,0.00,0.00,0.00,0.00%,100.00%,0.00,1.00
27,ID-SB,Sumatera Barat,2,0,0,2,5,0,1,4,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.36,0.91,0.00,0.00,0.00,0.00%,20.00%,0.67,1.00
27,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.12,0.00,0.24,0.02,200.00%,100.00%,1.00,1.00
27,ID-SU,Sumatera Utara,0,1,0,-1,1,2,0,-1,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.07,0.13,0.01,200.00%,0.00%,1.00,
28,ID-AC,Aceh,1,0,0,1,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,0.95,0.00,0.00,0.00,0.00%,0.00%,0.33,1.00
28,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
28,ID-BT,Banten,10,2,7,1,41,23,141,-123,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.93,3.82,0.19,2.15,0.21,56.10%,343.90%,0.40,1.00
28,ID-JK,DKI Jakarta,48,9,9,30,279,79,78,122,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,4.43,25.72,0.83,7.28,0.73,28.32%,27.96%,0.65,1.29
28,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,1.10,0.00,0.55,0.06,50.00%,50.00%,0.00,1.00
28,IDN,Indonesia,109,15,13,81,1155,102,59,994,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.41,4.36,0.06,0.38,0.04,8.83%,5.11%,0.71,1.67
28,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
28,ID-JB,Jawa Barat,19,3,1,15,106,24,22,60,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,2.35,0.07,0.53,0.05,22.64%,20.75%,1.19,1.00
28,ID-JT,Jawa Tengah,15,2,2,11,75,16,20,39,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.41,2.06,0.05,0.44,0.04,21.33%,26.67%,1.88,2.00
28,ID-JI,Jawa Timur,14,2,2,10,97,40,218,-161,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.35,2.40,0.05,0.99,0.10,41.24%,224.74%,4.67,2.00
28,ID-KT,Kalimantan Tengah,1,0,0,1,3,1,39,-37,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,1.17,0.00,0.39,0.04,33.33%,1300.00%,,1.00
28,ID-KI,Kalimantan Timur,5,0,0,5,13,0,2,11,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.41,3.66,0.00,0.00,0.00,0.00%,15.38%,,1.00
28,ID-KU,Kalimantan Utara,2,0,0,2,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,3.08,0.00,0.00,0.00,0.00%,0.00%,,
28,ID-KR,Kepulauan Riau,1,0,2,-1,2,1,2,-1,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,1.04,0.00,0.52,0.05,50.00%,100.00%,,1.00
28,ID-LA,Lampung,0,0,0,0,3,1,0,2,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,0.33,0.00,0.11,0.01,33.33%,0.00%,0.00,1.00
28,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
28,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,1.00,1.00
28,ID-PA,Papua,0,0,0,0,6,1,1,4,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,1.38,0.00,0.23,0.02,16.67%,16.67%,1.00,1.00
28,ID-PB,Papua Barat,0,0,0,0,2,1,0,1,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,0.09,50.00%,0.00%,0.00,1.00
28,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
28,ID-SR,Sulawesi Barat,1,0,0,1,1,0,0,1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,0.64,0.00,0.00,0.00,0.00%,0.00%,,
28,ID-SN,Sulawesi Selatan,3,0,0,3,32,1,1,30,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.32,3.39,0.00,0.11,0.01,3.13%,3.13%,1.50,1.00
28,ID-ST,Sulawesi Tengah,1,0,0,1,2,0,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,0.68,0.00,0.00,0.00,0.00%,0.00%,,1.00
28,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
28,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,0.38,0.00,0.00,0.00,0.00%,100.00%,1.00,1.00
28,ID-SB,Sumatera Barat,0,0,0,0,5,0,1,4,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,0.91,0.00,0.00,0.00,0.00%,20.00%,0.00,1.00
28,ID-SS,Sumatera Selatan,1,0,0,1,2,2,1,-1,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,0.24,0.00,0.24,0.02,100.00%,50.00%,,1.00
28,ID-SU,Sumatera Utara,0,0,0,0,1,2,0,-1,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.13,0.01,200.00%,0.00%,1.00,0.00
29,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00,0.00%,0.00%,0.00,1.00
29,ID-BA,Bali,1,0,0,1,3,2,3,-2,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.24,0.71,0.00,0.47,0.05,66.67%,100.00%,,1.00
29,ID-BT,Banten,2,2,2,-2,43,25,143,-125,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.19,4.01,0.19,2.33,0.23,58.14%,332.56%,0.20,1.00
29,ID-JK,DKI Jakarta,52,10,0,42,331,89,78,164,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,4.79,30.52,0.92,8.21,0.82,26.89%,23.56%,1.08,1.11
29,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,1.10,0.00,0.55,0.06,50.00%,50.00%,1.00,1.00
29,IDN,Indonesia,130,12,5,113,1285,114,64,1107,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.49,4.85,0.05,0.43,0.04,8.87%,4.98%,1.19,0.80
29,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
29,ID-JB,Jawa Barat,27,3,3,21,133,27,25,81,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.60,2.94,0.07,0.60,0.06,20.30%,18.80%,1.42,1.00
29,ID-JT,Jawa Tengah,11,3,0,8,86,19,20,47,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.30,2.36,0.08,0.52,0.05,22.09%,23.26%,0.73,1.50
29,ID-JI,Jawa Timur,12,1,28,-17,109,41,246,-178,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.30,2.69,0.02,1.01,0.10,37.61%,225.69%,0.86,0.50
